FLOW_START_MILLISECONDS	FLOW_END_MILLISECONDS	IPV4_SRC_ADDR	L4_SRC_PORT	IPV4_DST_ADDR	L4_DST_PORT	PROTOCOL	L7_PROTO	IN_BYTES	IN_PKTS	OUT_BYTES	OUT_PKTS	TCP_FLAGS	CLIENT_TCP_FLAGS	SERVER_TCP_FLAGS	FLOW_DURATION_MILLISECONDS	DURATION_IN	DURATION_OUT	MIN_TTL	MAX_TTL	LONGEST_FLOW_PKT	SHORTEST_FLOW_PKT	MIN_IP_PKT_LEN	MAX_IP_PKT_LEN	SRC_TO_DST_SECOND_BYTES	DST_TO_SRC_SECOND_BYTES	RETRANSMITTED_IN_BYTES	RETRANSMITTED_IN_PKTS	RETRANSMITTED_OUT_BYTES	RETRANSMITTED_OUT_PKTS	SRC_TO_DST_AVG_THROUGHPUT	DST_TO_SRC_AVG_THROUGHPUT	NUM_PKTS_UP_TO_128_BYTES	NUM_PKTS_128_TO_256_BYTES	NUM_PKTS_256_TO_512_BYTES	NUM_PKTS_512_TO_1024_BYTES	NUM_PKTS_1024_TO_1514_BYTES	TCP_WIN_MAX_IN	TCP_WIN_MAX_OUT	ICMP_TYPE	ICMP_IPV4_TYPE	DNS_QUERY_ID	DNS_QUERY_TYPE	DNS_TTL_ANSWER	FTP_COMMAND_RET_CODE	SRC_TO_DST_IAT_MIN	SRC_TO_DST_IAT_MAX	SRC_TO_DST_IAT_AVG	SRC_TO_DST_IAT_STDDEV	DST_TO_SRC_IAT_MIN	DST_TO_SRC_IAT_MAX	DST_TO_SRC_IAT_AVG	DST_TO_SRC_IAT_STDDEV	Label	Attack
1424240978723	1424240984056	175.42.52.112	3552	149.171.126.15	31992	6	41	10260	10	2828	7	27	16	25	5333	5288	5310	31	32	1074	49	94	545	1923.870241890118	530.2831426964185	216	0	52	0	1923.870241890118	530.2831426964185	1	1	1	1	1	65160	7240	0	0	11698	255	300	220	422	2911	461	122	278	465	392	130	0	Benign
1424240979460	1424240986659	10.183.77.122	48653	149.171.126.10	520	17	7	7230	10	7860	6	0	0	0	7199	7198	7130	31	255	230	61	67	233	1004.306153632449	1091.818308098347	131	2	161	0	1004.306153632449	1091.818308098347	0	1	1	0	2	7240	16383	0	0	22318	28	0	331	178	2082	504	174	214	218	99	14	0	Benign
1424240980731	1424240985961	59.67.111.228	8800	149.171.126.7	6881	6	41	3480	3	3222	6	19	25	19	5230	5189	5173	62	32	634	88	53	1319	665.3919694072657	616.0611854684512	72	1	80	0	665.3919694072657	616.0611854684512	7	4	1	1	4	7240	16383	0	0	14063	255	0	125	895	131	39	120	286	2832	429	12	0	Benign
1424240981751	1424240982189	59.13.204.144	17785	149.171.126.5	22	17	36	13881	21	10500	12	0	0	0	438	437	384	254	63	201	82	94	1417	31691.780821917808	23972.602739726026	265	2	199	0	31691.780821917808	23972.602739726026	5	1	1	1	0	7240	7240	0	0	40189	28	0	331	377	2504	158	152	642	393	389	174	1	DoS
1424240982924	1424240988196	10.38.47.133	31315	149.171.126.12	143	17	36	2211	3	6756	6	0	0	0	5272	5271	5254	31	63	312	58	56	268	419.3854324734446	1281.4871016691957	43	0	122	0	419.3854324734446	1281.4871016691957	4	3	1	1	0	0	0	0	0	34160	1	300	0	736	385	285	268	454	2360	283	21	0	Benign
1424240983908	1424240991437	175.86.36.99	57048	149.171.126.10	111	17	5	4124	4	5442	6	0	0	0	7529	7499	7489	62	255	522	80	50	1441	547.7487050073051	722.8051534068269	82	0	104	0	547.7487050073051	722.8051534068269	3	3	0	1	0	14480	16383	0	0	28164	1	0	0	312	1937	261	30	92	2542	204	96	0	Benign
1424240984557	1424240984898	59.248.42.44	27948	149.171.126.14	53	6	37	15961	11	7406	7	24	25	24	341	295	296	31	255	145	70	83	985	46806.45161290322	21718.47507331378	302	2	150	0	46806.45161290322	21718.47507331378	0	1	3	1	2	14480	16383	0	0	35458	1	60	220	677	2171	504	266	407	518	327	41	0	Benign
1424240985546	1424240989119	10.121.223.192	33320	149.171.126.0	520	6	37	4408	8	9121	7	18	16	16	3573	3538	3523	62	255	381	43	98	145	1233.6971732437728	2552.756787013714	90	0	169	0	1233.6971732437728	2552.756787013714	0	0	0	1	0	14480	7240	0	0	23909	255	0	125	265	2800	238	9	837	2324	568	203	0	Benign
1424240986252	1424240990347	10.195.224.234	24773	149.171.126.3	8088	6	11	4464	4	4576	4	27	24	16	4095	4088	4093	62	32	1308	53	71	392	1090.10989010989	1117.4603174603176	74	0	83	0	1090.10989010989	1117.4603174603176	2	2	0	1	0	0	14480	0	0	45797	1	60	125	483	958	398	253	9	1563	586	239	0	Benign
1424240987389	1424240993984	59.161.29.166	19996	149.171.126.19	520	6	36	4096	8	3390	3	27	18	18	6595	6550	6533	62	32	73	92	78	1466	621.076573161486	514.0257771038666	64	0	65	1	621.076573161486	514.0257771038666	2	4	1	1	1	0	0	0	0	30330	28	0	125	119	1215	102	13	131	2559	540	174	0	Benign
1424240988593	1424240993169	10.95.89.166	35921	149.171.126.16	8088	6	36	1568	7	5112	8	19	25	18	4576	4569	4539	31	32	1157	71	58	793	342.65734265734267	1117.1328671328672	32	1	113	0	342.65734265734267	1117.1328671328672	2	2	3	2	1	7240	0	0	0	23256	255	300	331	952	733	313	24	749	284	175	192	0	Benign
1424240989882	1424240991096	175.16.93.124	2856	149.171.126.7	25	17	41	2400	10	3015	3	0	0	0	1214	1181	1198	31	255	695	90	90	321	1976.9357495881384	2483.525535420099	52	0	50	0	1976.9357495881384	2483.525535420099	3	5	0	0	1	7240	16383	0	0	32929	1	300	230	226	1139	125	184	100	2426	410	44	0	Benign
1424240990255	1424240990901	10.11.5.156	22622	149.171.126.6	143	17	92	936	8	4206	3	0	0	0	646	626	579	62	32	83	64	42	698	1448.9164086687306	6510.835913312693	30	0	80	0	1448.9164086687306	6510.835913312693	3	3	1	0	1	14480	65160	0	0	3815	1	0	230	253	777	114	240	531	1276	193	159	0	Benign
1424240991708	1424240995747	175.0.218.166	57022	149.171.126.17	111	6	36	1722	6	9288	8	19	16	19	4039	3997	3977	62	255	880	77	57	1007	426.34315424610054	2299.5791037385493	36	0	208	0	426.34315424610054	2299.5791037385493	3	2	1	2	0	7240	7240	0	0	11092	28	60	0	197	1431	292	158	415	2011	409	264	0	Benign
1424240992814	1424240996540	175.224.110.111	33595	149.171.126.2	111	6	5	29940	20	14360	20	24	27	16	3726	3712	3650	254	255	1417	97	89	1156	8035.426731078905	3853.9989264626947	595	1	235	0	8035.426731078905	3853.9989264626947	1	2	1	0	1	16383	16383	0	0	13570	0	0	125	461	2502	253	272	464	1327	247	169	1	DoS
1424240993920	1424240996367	59.94.112.228	33074	149.171.126.15	21	6	11	3248	4	1530	3	19	18	18	2447	2428	2439	62	255	109	98	90	667	1327.3395995096037	625.2554147936248	60	0	25	0	1327.3395995096037	625.2554147936248	2	2	2	0	1	65160	7240	0	0	56505	0	0	331	347	975	585	78	670	2738	290	201	0	Benign
1424240994449	1424240999987	59.211.4.46	61451	149.171.126.11	445	6	0	3436	4	1530	5	24	27	16	5538	5534	5509	31	255	815	99	52	296	620.4405922715781	276.27302275189595	49	0	26	0	620.4405922715781	276.27302275189595	4	3	3	1	0	7240	0	0	0	52065	255	300	331	118	860	173	7	473	520	167	275	0	Benign
1424240995009	1424241002625	59.32.169.150	29805	149.171.126.10	143	6	0	6664	7	10010	7	25	18	19	7616	7604	7549	31	63	697	44	44	87	875.0	1314.3382352941178	132	1	189	0	875.0	1314.3382352941178	5	2	0	0	0	7240	65160	0	0	47806	28	60	0	797	1691	110	148	309	1590	127	7	0	Benign
1424240996823	1424241001040	175.49.156.63	42639	149.171.126.5	31992	17	0	3195	45	21584	16	0	0	0	4217	4202	4194	254	32	463	48	51	369	757.6476167891867	5118.330566753617	59	1	421	3	757.6476167891867	5118.330566753617	8	1	1	2	4	65160	65160	0	0	20661	28	60	230	291	818	283	154	314	509	227	265	1	DDoS
1424240997797	1424241000595	175.3.120.229	3940	149.171.126.4	520	6	92	2952	6	4285	5	24	19	27	2798	2761	2743	254	255	612	43	88	756	1055.0393137955682	1531.4510364546104	77	0	77	0	1055.0393137955682	1531.4510364546104	2	2	0	2	1	7240	65160	0	0	3408	0	0	331	83	2736	548	243	401	1344	300	75	0	Benign
1424240998241	1424241001389	10.78.253.189	62396	149.171.126.9	80	6	3	2940	7	2472	4	27	27	16	3148	3146	3070	31	255	1040	91	62	1017	933.9263024142313	785.2604828462515	58	0	52	0	933.9263024142313	785.2604828462515	5	1	2	1	2	65160	14480	0	0	4168	1	300	0	292	1568	186	15	734	1282	212	98	0	Benign
1424240999250	1424241004190	10.148.247.15	394	149.171.126.0	21	6	0	49800	50	28035	21	24	24	18	4940	4940	4886	62	63	1168	52	58	1188	10080.971659919027	5675.101214574898	1029	1	552	3	10080.971659919027	5675.101214574898	3	2	1	1	0	16383	0	0	0	58998	28	300	230	713	606	294	34	213	2973	28	215	1	DDoS
1424241000876	1424241000895	175.140.135.224	6292	149.171.126.14	8088	6	11	20398	14	19568	16	16	25	27	19	0	0	62	255	905	90	57	1388	1073578.9473684211	1029894.7368421053	406	0	414	1	1073578.9473684211	1029894.7368421053	4	2	0	0	0	65160	0	0	0	55674	255	0	0	122	702	375	182	785	2802	539	41	1	Bot
1424241001004	1424241005765	59.130.110.173	22942	149.171.126.10	520	6	41	3122	7	2721	3	25	25	16	4761	4715	4742	31	63	1421	93	59	983	655.7445914723797	571.518588531821	48	1	52	2	655.7445914723797	571.518588531821	2	2	1	2	1	7240	14480	0	0	9608	1	300	220	987	1478	417	293	999	1126	322	85	0	Benign
1424241002118	1424241009196	175.22.252.135	59555	149.171.126.0	22	17	11	5520	6	5928	8	0	0	0	7078	7073	7029	31	255	1338	95	53	301	779.8813224074597	837.5247244984458	86	0	113	0	779.8813224074597	837.5247244984458	3	6	0	0	2	7240	7240	0	0	51490	0	0	230	819	287	13	116	245	683	216	117	0	Benign
1424241003800	1424241007779	175.237.202.53	42339	149.171.126.13	22	6	11	78372	63	2152	8	19	24	24	3979	3941	3948	62	63	1392	81	78	985	19696.406132194017	540.8394068861522	1612	3	54	1	19696.406132194017	540.8394068861522	4	3	1	0	1	65160	65160	0	0	37877	1	300	331	164	348	277	260	631	728	260	218	1	DoS
1424241004373	1424241009122	175.97.144.14	49888	149.171.126.10	80	6	3	4272	12	4590	6	25	27	27	4749	4700	4743	62	32	367	96	69	1235	899.5578016424511	966.5192672141504	88	0	103	0	899.5578016424511	966.5192672141504	2	2	1	0	0	0	14480	0	0	61788	0	300	125	495	1856	310	73	4	2814	482	217	1	Fuzzers
1424241005064	1424241005560	59.238.196.97	39483	149.171.126.6	111	6	37	20940	30	3222	6	18	16	19	496	470	461	31	63	948	47	62	460	42217.74193548387	6495.967741935484	467	2	73	0	42217.74193548387	6495.967741935484	4	2	0	2	0	14480	7240	0	0	47506	1	0	0	768	39	27	153	19	1128	136	282	1	Bot
1424241006145	1424241008728	59.103.108.199	64563	149.171.126.3	31992	6	0	10791	11	4044	4	25	16	24	2583	2583	2579	62	63	559	65	55	533	4177.700348432056	1565.621370499419	197	1	75	0	4177.700348432056	1565.621370499419	1	0	0	0	3	0	65160	0	0	54377	0	60	125	726	2468	488	219	756	2016	172	299	0	Benign
1424241007223	1424241013272	10.139.227.235	30394	149.171.126.13	445	6	3	3555	5	245	1	25	24	25	6049	6026	5984	31	63	610	96	93	1309	587.7004463547694	40.50256240700942	79	0	5	0	587.7004463547694	40.50256240700942	2	0	0	2	1	14480	14480	0	0	59051	255	60	220	642	1100	120	81	101	2479	144	113	0	Benign
1424241008238	1424241010220	175.210.21.247	1535	149.171.126.7	443	6	11	10920	8	952	4	24	25	19	1982	1970	1974	62	63	603	53	97	172	5509.586276488396	480.3229061553986	236	0	23	0	5509.586276488396	480.3229061553986	1	3	0	0	2	0	14480	0	0	14863	1	0	125	389	159	356	194	433	1194	419	258	0	Benign
1424241009176	1424241009857	175.197.232.124	45836	149.171.126.7	143	6	37	51492	84	6498	18	24	16	19	681	652	656	254	63	999	67	40	131	75612.3348017621	9541.850220264316	1068	1	121	1	75612.3348017621	9541.850220264316	5	3	0	1	1	14480	0	0	0	49751	255	60	331	230	1679	361	67	825	2082	241	216	1	DDoS
1424241010778	1424241013143	175.142.114.7	38958	149.171.126.17	8088	6	37	8091	9	1995	5	27	25	16	2365	2344	2336	62	255	440	67	52	839	3421.1416490486254	843.551797040169	150	0	39	0	3421.1416490486254	843.551797040169	4	2	1	0	2	0	16383	0	0	29495	28	300	0	540	515	474	34	95	597	317	264	0	Benign
1424241011852	1424241012996	59.155.10.69	6023	149.171.126.9	143	6	41	15103	11	8748	6	24	24	27	1144	1144	1140	254	63	1361	56	70	1272	13201.923076923078	7646.853146853147	285	1	161	1	13201.923076923078	7646.853146853147	3	1	0	1	1	7240	65160	0	0	64384	255	0	125	963	2040	68	284	761	936	236	251	0	Benign
1424241012281	1424241016270	10.41.74.252	54848	149.171.126.3	53	6	36	42896	56	6432	12	19	16	16	3989	3961	3947	254	63	1125	86	44	1443	10753.5723238907	1612.4341940335923	822	2	128	0	10753.5723238907	1612.4341940335923	2	0	2	1	1	14480	7240	0	0	14662	28	0	0	17	651	41	227	96	544	525	82	1	DoS
1424241013062	1424241017315	10.203.208.7	40466	149.171.126.6	22	6	5	6648	8	2485	5	16	25	18	4253	4228	4234	31	63	818	83	88	1421	1563.1319068892547	584.293439924759	141	0	57	0	1563.1319068892547	584.293439924759	4	2	1	0	1	7240	7240	0	0	24372	28	300	220	4	2133	599	53	21	1685	460	16	0	Benign
1424241014216	1424241014514	10.116.187.222	15516	149.171.126.15	21	17	41	22191	39	11292	12	0	0	0	298	291	229	254	255	243	62	82	281	74466.44295302013	37892.61744966443	455	2	219	0	74466.44295302013	37892.61744966443	2	2	0	0	1	65160	0	0	0	27700	255	0	230	299	1217	140	119	681	1114	458	71	1	DoS
1424241015853	1424241023315	175.18.42.187	12653	149.171.126.6	443	6	0	9504	12	2400	2	24	16	19	7462	7426	7455	31	63	663	71	92	1286	1273.6531760922005	321.6295899222729	180	1	46	1	1273.6531760922005	321.6295899222729	4	0	0	0	0	16383	0	0	0	53816	28	0	230	119	753	91	64	321	1425	442	37	0	Benign
1424241016826	1424241023819	10.83.63.65	29067	149.171.126.12	53	17	5	3594	6	576	3	0	0	0	6993	6971	6918	62	255	508	92	50	138	513.9425139425139	82.36808236808237	72	0	5	0	513.9425139425139	82.36808236808237	4	2	0	1	3	0	14480	0	0	9907	0	60	331	987	2595	321	33	376	1078	149	104	0	Benign
1424241017794	1424241025034	175.232.218.47	39522	149.171.126.2	8088	6	41	4193	7	1047	3	18	18	16	7240	7218	7181	31	63	1410	92	54	1090	579.1436464088398	144.61325966850828	80	0	20	1	579.1436464088398	144.61325966850828	1	0	0	1	2	14480	65160	0	0	42274	1	0	125	295	1067	188	127	446	2121	432	205	0	Benign
1424241018688	1424241020240	175.19.200.194	63395	149.171.126.17	520	6	5	36498	42	3928	8	16	27	25	1552	1503	1533	62	255	355	53	91	1425	23516.75257731959	2530.9278350515465	675	0	83	0	23516.75257731959	2530.9278350515465	5	3	0	1	2	0	14480	0	0	22356	0	0	220	487	2328	477	161	63	970	187	237	1	DDoS
1424241019460	1424241027161	175.17.139.119	5708	149.171.126.8	22	6	11	10424	8	1535	5	16	19	16	7701	7668	7662	31	255	716	49	90	1027	1353.5904427996365	199.3247630177899	208	0	25	0	1353.5904427996365	199.3247630177899	2	2	2	1	0	16383	16383	0	0	57182	1	300	125	361	238	297	207	518	2550	50	200	0	Benign
1424241020928	1424241026839	10.153.96.32	42828	149.171.126.18	31992	17	11	1827	7	5124	4	0	0	0	5911	5910	5835	62	63	223	74	99	1481	309.08475723227883	866.8583995939774	39	0	88	1	309.08475723227883	866.8583995939774	2	1	1	1	2	7240	65160	0	0	18457	1	300	220	213	258	157	12	317	2283	518	50	0	Benign
1424241021609	1424241025980	175.117.185.184	1039	149.171.126.3	111	6	37	7810	10	6587	7	27	24	16	4371	4335	4300	254	255	626	42	85	798	1786.776481354381	1506.9778082818575	146	1	133	0	1786.776481354381	1506.9778082818575	3	3	0	0	0	16383	16383	0	0	3738	1	60	125	134	1688	234	148	896	2166	142	132	1	BruteForce
1424241022104	1424241024844	59.137.171.180	47030	149.171.126.7	25	6	7	9320	8	3184	4	25	25	27	2740	2723	2725	62	63	73	41	54	1463	3401.4598540145985	1162.0437956204378	206	0	47	1	3401.4598540145985	1162.0437956204378	4	5	1	1	0	65160	65160	0	0	64683	255	300	230	389	1270	336	265	400	1204	529	267	0	Benign
1424241023098	1424241026316	10.80.179.83	45992	149.171.126.16	31992	6	3	2100	5	964	4	27	16	27	3218	3200	3198	62	32	1032	86	88	1139	652.5792417650715	299.5649471721566	39	0	14	0	652.5792417650715	299.5649471721566	3	2	1	0	2	7240	7240	0	0	11498	28	0	331	100	1825	574	171	242	2678	465	76	0	Benign
1424241024510	1424241026602	175.140.158.233	5139	149.171.126.14	22	6	3	2779	7	1995	5	16	18	19	2092	2047	2035	31	63	706	57	70	826	1328.3938814531548	953.6328871892925	61	0	34	0	1328.3938814531548	953.6328871892925	5	3	2	0	1	7240	14480	0	0	40127	255	300	220	394	1291	292	255	94	917	413	294	0	Benign
1424241025384	1424241032624	59.242.176.202	34472	149.171.126.2	143	6	37	13970	10	4704	4	27	16	27	7240	7228	7166	31	255	220	44	92	609	1929.5580110497237	649.7237569060774	271	1	82	0	1929.5580110497237	649.7237569060774	2	2	3	0	1	7240	16383	0	0	50661	255	300	331	343	1629	417	106	735	2274	32	133	0	Benign
1424241026404	1424241028632	10.12.173.50	14773	149.171.126.5	53	6	5	3488	4	12213	9	24	19	25	2228	2200	2208	254	63	566	70	44	1236	1565.5296229802511	5481.597845601435	76	0	232	0	1565.5296229802511	5481.597845601435	2	3	0	0	1	65160	7240	0	0	20912	1	300	230	414	2324	482	232	931	1112	550	102	0	Benign
1424241027822	1424241034310	175.170.243.103	650	149.171.126.1	31992	6	3	12339	9	9824	8	25	25	16	6488	6487	6445	254	32	328	48	46	1231	1901.8187422934648	1514.1800246609123	239	0	199	0	1901.8187422934648	1514.1800246609123	3	2	1	1	1	16383	7240	0	0	41714	255	300	230	732	2576	551	78	999	2532	253	94	0	Benign
1424241028517	1424241036206	10.99.78.213	38600	149.171.126.16	80	17	11	280	7	2188	4	0	0	0	7689	7682	7685	31	63	671	44	60	1371	36.4156587332553	284.5623618155807	7	1	46	1	36.4156587332553	284.5623618155807	3	2	0	1	0	16383	16383	0	0	62845	1	300	125	946	2363	17	97	233	1949	567	287	0	Benign
1424241029475	1424241035072	59.18.28.247	41878	149.171.126.13	111	6	3	7880	8	6080	5	19	25	25	5597	5578	5587	254	63	388	55	83	893	1407.8970877255672	1086.2962301232803	175	2	120	0	1407.8970877255672	1086.2962301232803	3	0	1	3	1	0	65160	0	0	4489	1	60	220	364	1665	77	52	644	927	552	234	0	Benign
1424241030976	1424241032971	10.210.194.146	11797	149.171.126.12	143	17	11	3546	6	3269	7	0	0	0	1995	1986	1924	62	63	1218	63	63	1252	1777.4436090225563	1638.5964912280701	51	2	68	1	1777.4436090225563	1638.5964912280701	1	1	0	2	0	65160	7240	0	0	58528	0	300	0	762	2442	380	253	415	1569	86	119	0	Benign
1424241031708	1424241031753	59.96.87.37	18068	149.171.126.13	143	17	41	4361	7	8984	8	0	0	0	45	22	0	31	255	1199	90	40	634	96911.11111111111	199644.44444444444	90	0	188	0	96911.11111111111	199644.44444444444	5	2	0	0	0	14480	14480	0	0	6447	1	60	331	501	2405	254	67	183	1919	362	101	0	Benign
1424241032862	1424241035842	10.32.44.184	7877	149.171.126.7	53	17	36	920	5	7592	8	0	0	0	2980	2957	2972	254	32	547	50	86	403	308.7248322147651	2547.6510067114095	8	0	134	0	308.7248322147651	2547.6510067114095	2	2	0	2	0	65160	7240	0	0	26540	0	300	220	566	2065	249	124	836	1026	75	74	0	Benign
1424241033644	1424241036532	59.193.82.38	65514	149.171.126.9	6881	6	0	11704	11	1166	11	25	19	27	2888	2862	2860	62	255	410	97	68	1109	4052.631578947369	403.73961218836564	213	0	20	0	4052.631578947369	403.73961218836564	2	3	0	2	1	65160	14480	0	0	55669	0	60	125	482	324	116	227	211	1393	116	273	0	Benign
1424241034869	1424241036089	10.160.90.177	38913	149.171.126.0	443	6	37	5661	9	2668	4	16	18	27	1220	1201	1182	254	63	1418	55	88	1473	4640.163934426229	2186.8852459016393	128	0	51	1	4640.163934426229	2186.8852459016393	1	1	2	0	1	16383	16383	0	0	37432	255	0	220	449	840	103	68	716	1954	192	23	0	Benign
1424241035770	1424241042728	175.32.176.198	5241	149.171.126.1	53	17	7	3710	7	3714	6	0	0	0	6958	6940	6953	254	32	1415	71	63	977	533.1991951710262	533.7740730094855	58	0	74	0	533.1991951710262	533.7740730094855	4	1	1	1	1	7240	16383	0	0	58880	255	300	0	411	1645	88	63	25	1175	257	79	0	Benign
1424241036436	1424241041132	175.155.88.94	44153	149.171.126.3	53	6	7	4779	9	2860	4	16	24	16	4696	4678	4691	31	255	1396	92	87	191	1017.6746166950597	609.0289608177172	97	1	61	0	1017.6746166950597	609.0289608177172	6	2	1	1	1	16383	65160	0	0	373	28	0	230	266	2326	442	6	342	1760	157	280	0	Benign
1424241037022	1424241038758	175.12.252.222	13467	149.171.126.15	443	6	92	7560	10	3840	12	18	24	27	1736	1718	1710	254	32	654	73	44	190	4354.8387096774195	2211.9815668202764	150	0	74	0	4354.8387096774195	2211.9815668202764	4	3	1	4	1	65160	65160	0	0	2714	255	0	230	355	1219	328	65	223	1262	258	153	1	DoS
1424241038996	1424241040150	59.39.136.222	44324	149.171.126.10	31992	6	36	2895	3	2142	2	24	25	25	1154	1152	1140	62	32	1100	44	62	837	2508.6655112651647	1856.152512998267	73	0	55	0	2508.6655112651647	1856.152512998267	3	6	0	1	1	16383	65160	0	0	59625	28	60	331	988	501	162	146	389	745	2	145	0	Benign
1424241039564	1424241042492	59.156.131.80	57451	149.171.126.14	445	17	37	8740	10	12096	9	0	0	0	2928	2928	2857	254	32	1095	95	61	342	2984.9726775956283	4131.147540983607	180	0	262	0	2984.9726775956283	4131.147540983607	4	3	2	2	0	16383	0	0	0	48952	28	0	125	788	2568	535	115	101	362	35	163	1	PortScan
1424241040676	1424241043661	59.146.114.175	10785	149.171.126.0	111	6	3	72492	84	7415	5	19	18	19	2985	2954	2919	31	32	674	94	97	673	24285.427135678394	2484.0871021775547	1404	2	146	0	24285.427135678394	2484.0871021775547	6	1	0	1	2	65160	14480	0	0	51323	0	300	125	125	1246	369	45	459	2274	204	138	1	BruteForce
1424241041713	1424241045707	10.249.224.100	19546	149.171.126.19	22	6	5	2947	7	2244	6	18	16	24	3994	3958	3919	31	32	743	83	40	250	737.8567851777666	561.8427641462193	65	1	48	0	737.8567851777666	561.8427641462193	1	3	2	3	1	16383	16383	0	0	3622	255	0	125	698	2663	508	269	804	1905	457	189	0	Benign
1424241042457	1424241046380	175.113.209.212	43199	149.171.126.9	520	6	0	10439	11	1362	6	19	18	16	3923	3894	3915	31	255	1283	92	67	1283	2660.973744583227	347.1832781034922	213	0	19	0	2660.973744583227	347.1832781034922	2	2	1	1	5	65160	16383	0	0	37541	28	60	331	74	2093	292	271	150	17	377	96	0	Benign
1424241043082	1424241049212	175.87.58.143	60535	149.171.126.12	6881	6	11	11655	9	4260	5	16	16	24	6130	6092	6112	62	32	1085	75	77	806	1901.305057096248	694.9429037520391	241	0	89	0	1901.305057096248	694.9429037520391	2	3	1	0	0	65160	16383	0	0	35473	255	300	125	300	1064	200	186	324	2907	154	3	0	Benign
1424241044144	1424241045206	175.222.105.59	45198	149.171.126.15	8088	6	37	49200	150	8970	15	19	27	19	1062	1026	1021	62	255	353	86	45	827	9265.536723163841	1689.2655367231637	213	0	34	0	9265.536723163841	1689.2655367231637	1	0	1	0	0	16383	14480	0	0	5164	28	0	125	502	1902	46	141	636	1224	295	186	1	DDoS
1424241045084	1424241050548	10.144.191.32	14806	149.171.126.14	443	6	36	10213	7	2667	3	25	27	16	5464	5420	5431	254	255	896	61	71	1364	1869.143484626647	488.10395314787695	198	0	60	0	1869.143484626647	488.10395314787695	6	0	2	2	0	0	16383	0	0	42391	28	0	331	521	158	305	164	439	2142	313	119	0	Benign
1424241046077	1424241047036	10.198.103.149	40812	149.171.126.4	8088	6	36	4795	5	486	6	16	19	19	959	936	931	31	255	1183	52	52	786	5000.0	506.77789363920755	79	0	6	0	5000.0	506.77789363920755	1	3	1	3	2	16383	16383	0	0	15178	255	300	331	972	2208	393	147	992	2210	494	37	0	Benign
1424241047456	1424241052490	10.96.4.140	6816	149.171.126.16	445	17	36	8928	9	217	1	0	0	0	5034	5012	4976	31	63	481	62	40	1052	1773.5399284862933	43.10687326181963	186	1	2	0	1773.5399284862933	43.10687326181963	2	1	2	1	1	7240	7240	0	0	19497	28	0	220	525	2350	333	296	255	599	377	192	0	Benign
1424241048877	1424241052498	175.9.141.70	39947	149.171.126.18	445	6	7	18880	20	602	14	25	16	25	3621	3612	3599	31	255	1371	56	85	216	5214.0292736813035	166.25241645954156	357	1	13	0	5214.0292736813035	166.25241645954156	2	2	1	1	2	65160	65160	0	0	36806	28	0	125	106	2723	510	48	440	179	163	164	1	DoS
1424241049000	1424241050322	10.3.109.47	54877	149.171.126.12	443	6	37	16702	14	6980	20	16	25	16	1322	1297	1285	254	63	782	74	97	304	12633.888048411498	5279.878971255673	344	0	144	4	12633.888048411498	5279.878971255673	5	5	3	2	2	0	14480	0	0	56714	255	0	0	208	1383	14	253	465	1813	221	289	1	DDoS
1424241050050	1424241057243	10.105.127.3	56182	149.171.126.1	31992	6	36	5512	4	4190	5	18	24	19	7193	7178	7179	254	32	718	89	53	1215	766.3005699986098	582.510774363965	100	0	92	0	766.3005699986098	582.510774363965	5	1	0	0	3	14480	65160	0	0	39096	255	300	230	752	2279	14	38	999	2546	423	85	0	Benign
1424241051684	1424241053709	175.206.56.34	16870	149.171.126.7	22	17	11	5412	6	3429	3	0	0	0	2025	2025	1976	31	255	1430	86	76	615	2672.5925925925926	1693.3333333333335	107	0	70	0	2672.5925925925926	1693.3333333333335	3	2	0	3	1	65160	7240	0	0	50700	0	60	220	172	1239	501	116	263	2077	2	208	0	Benign
1424241052716	1424241060284	175.141.76.151	36189	149.171.126.0	31992	17	37	5016	6	400	4	0	0	0	7568	7562	7495	254	32	842	88	77	908	662.7906976744187	52.854122621564485	105	0	8	0	662.7906976744187	52.854122621564485	6	2	1	1	0	7240	16383	0	0	21027	1	300	0	29	1143	154	282	416	1342	285	166	0	Benign
1424241053771	1424241059340	10.121.180.114	26570	149.171.126.1	80	17	37	5410	10	2472	2	0	0	0	5569	5557	5516	254	63	1187	62	48	1109	971.4490931944694	443.88579637277786	128	0	41	0	971.4490931944694	443.88579637277786	2	3	1	2	1	14480	7240	0	0	59870	28	300	125	573	798	359	136	713	1627	198	171	0	Benign
1424241054445	1424241055573	10.26.97.253	3966	149.171.126.8	22	6	3	46548	54	834	2	18	16	19	1128	1093	1116	31	255	880	50	73	549	41265.95744680851	739.3617021276597	933	0	14	0	41265.95744680851	739.3617021276597	4	2	1	1	1	14480	7240	0	0	14990	255	0	125	393	476	373	246	457	459	70	135	1	Bot
1424241055448	1424241061461	59.7.160.219	7027	149.171.126.11	21	6	11	7208	8	8700	6	18	27	25	6013	5975	5976	62	32	173	67	82	731	1198.7360718443374	1446.865125561284	161	0	163	0	1198.7360718443374	1446.865125561284	2	2	1	2	1	14480	65160	0	0	1749	255	0	0	447	395	511	147	528	1392	484	242	0	Benign
